id,inventar_nr,material,wasserzeichen,hoehe,breite,bezeichnungen,zeit,jahr,beschreibung,kommentar,thementexte,literatur,index,index_ids,zusammenhang
89066,"GK II (12) IX-B-48",Vergépapier,"""IW Ebart in Spechthausen""",2100,3520,"""OSSIAN"" [Friedrich Wilhelm (IV.)].","um 1810/1820",1815,"In einer Uferlandschaft im Mondschein sitzt ein bärtiger, langhaariger Mann unter einer großen Tanne und spielt Harfe. Über dem Wasser schweben Wolken, von denen aus sich einige junge Frauen in langen Gewändern dem Musiker nähern.","Bei dem alten harfespielenden, bärtigen Mann handelt es sich laut der Bildunterschrift um den aus der gälischen Mythologie stammenden Ossian. Die ""Works of Ossian"", bereits 1768/1769 in deutscher Übersetzung erschienen, waren als vermeintliche schottische Volksdichtung von großem Einfluss auf die europäische Kunst und Kultur des späten 18. und 19. Jahrhunderts. Trotz der recht früh einsetzenden Aufklärung über den wahren Ursprung der ""Poems"" gab es eine breite Rezeption dieser von James MacPherson stammenden Gesänge. Friedrich Wilhelm (IV.) zählte gewiss zu den Bewunderern des nordischen ""Homers"", der auch auf einen der Lieblingsschriftsteller des Kronprinzen, Friedrich de la Motte Fouqué, außerordentlich großen Einfluss hatte (Wolf Gerhard Schmidt: ""Homer des Nordens"" und ""Mutter der Romantik"". James MacPhersons Ossian und seine Rezeption in der deutschsprachigen Literatur, Bd. 2, Berlin 2003, S. 1012-1040). De la Motte Fouqués Stoffe schöpfen vornehmlich aus Themen wie Kampf und Rettung von Königreichen und korrelieren daher mit der politischen Gegenwart des Kronprinzen auf das engste. Von seiner Mutter bekam er 1808 die im selben Jahr herausgekommene Übersetzung von Schubart geschenkt (Schuster 1907, Bd. III, S. 111. – Ausst. Kat. Friedrich Wilhelm IV. 1995, S. 249, Kat. Nr. 3.60). Vgl. GK II (12) IX-B-95. (J. M.)",,,"sachlich: Figurendarstellung: mythologisch: Ossian",696,
89068,"GK II (12) II-1-Cg-55 Rs",Velinpapier,"""JWE""",3480,4350,,"19. Januar 1836",1836,"Tabelle für die Vortragsthemen, Verzeichnis von Extrahenten und Referenten. Die zwei Vorträge, der erste in Anwesenheit des Kronprinzen, betreffen das ""Bernstein Regal in Ostpreußen und Litthauen und dessen fernere Benutzung"" und ""die Mittel zur Abhülfe des Nothstandes im Paderbornschen"".","Ohne. – Die Datierung richtet sich nach GK II (12) II-1-Cg-55. (J. M.)",,,"sachlich: Text: deutsch: Vortragsverzeichnis",900,
89069,"GK II (12) IX-B-50",Vergépapier,"Fragment: Adler mit Krone, Apfel, Zepter und ""R"".",1750,2040,"U. M. ""the sin of my Ingratitude even now, was heavy on me"" [Friedrich Wilhelm (IV.)].","um 1810",1810,"O. l. Darstellung vom Satz des Pythagoras und die darauf bezüglichen Zeilen ""Benennung"" und ""Bildung dr Gleichung"". – Auf der unteren Seitenhälfte Szene mit einem König mit Krone und langem Hermelinmantel, der von Rittern und Edelleuten umgeben ist und vor dem sich zwei Männer ehrfürchtig verneigen. Der König reicht einem der Ritter seine Rechte. Die Szene spielt wohl in einem Säulensaal, wie die kannelierten Elemente im Hintergrund vermuten lassen.","Die englische Beischrift ""the sin of my Ingratitude even now, was heavy on me"" erweist die Szene als Illustration zu Shakespeares ""Macbeth"" (1.4, 13-18), als der schottische König Duncan seinen Vetter Macbeth mit diesen Worten in seinem Palast empfängt. Die Zeichnung zu Macbeth ist wahrscheinlich während Friedrich Wilhelms Schulzeit entstanden. (C. H./J. M.)",,,"sachlich: Konstruktion: geometrisch; sachlich: Literaturadaption: Shakespeare: Macbeth","767; 841",
89073,"GK II (12) IX-B-51",Vergépapier,"""IW Ebart in Spechthausen""",2000,3400,,1810/1820,1815,"Im Bildvordergrund beugt sich ein Mann mit Lorbeerkranz im Haar und langem Reisemantel zu einer Figur herab, die sich aus dem Wasser zu seinen Füßen erhebt. In dem Gewässer schwimmen diverse Leichen mit entstellten Gesichtern. Im Hintergrund steht eine weitere Figur im langen Reisemantel, sie dreht dem Betrachter den Rücken zu.","Die Szene zeigt Dante und Vergil in der Hölle. Die Dichter zeichnen sich durch Lorbeerkränze aus. Dante scheint sich mit einem der ""Verdammten"" zu unterhalten. Dargestellt ist der letzte Höllenkreis (Hölle, 32. Gesang) mit dem Cocytus. Hier sind die Verräter zur Buße bis zum Hals eingefroren. Dantes ""Göttliche Komödie"" war im Umkreis Friedrich Wilhelms eine bekannte und viel diskutierte Lektüre, die v. a. in der Ausgabe mit Flaxmans Illustrationen viele Leser fand. (C. H.)",,"Ausst. Kat. Friedrich Wilhelm IV. Künstler und König. Zum 200. Geburtstag, Ausstellung, Potsdam, Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, 1995, Potsdam / Frankfurt a. M. 1995., S. 238, Kat. Nr. 3.5","sachlich: Literaturadaption: Dante: Göttliche Komödie: Dante; sachlich: Literaturadaption: Dante: Göttliche Komödie: Vergil","797; 798",
89074,"GK II (12) IX-B-52",Velinpapier,,1600,2250,,"um 1818",1818,"Ein Mann reitet mit einem Bündel vor sich auf seinem galoppierenden Pferd durch eine angedeutete Landschaft. Der Mann dreht sich nach lediglich angedeuteten Gestalten am Waldrand um. Über ihm schwebt eine nicht weiter ausgearbeitete Figur.","Es wird sich bei dieser Zeichnung um ein Beispiel aus einer Folge von Erlkönig-Darstellungen des Kronprinzen handeln, vgl. GK II (12) IX-B-53, GK II (12) IX-B-54 und zur Datierung GK II (12) IX-B-55. Der Vater dreht sich nach des Erlkönigs Töchtern um, während der Erlkönig selbst über Vater und Sohn angedeutet ist. Dies lässt sich aus den genannten Vergleichsbeispielen erschließen. Den rasenden Lauf des Pferdes und die große Angst des Vaters um seinen kranken Sohn hat Friedrich Wilhelm mit wenigen Strichen angedeutet. (C. H.)",,,"sachlich: Literaturadaption: Goethe: Erlkönig",828,"89075; 89078; 89083"
89075,"GK II (12) IX-B-53",Vergépapier,"Bischofsfigur mit Stab",2040,3520,,"um 1818",1818,"Ein Mann scheint auf seinem galoppierenden Pferd über die Landschaft zu fliegen. In seinem Arm hält er ein Kind. Rechts hinter ihm schweben drei weibliche Gestalten, diese scheinen zu singen. Über der Szene erscheint riesengroß ein männliches, bärtiges und bekröntes Wesen. Diese Gestalt streckt ihre Rechte mit langen Fingernägeln nach Vater und Sohn aus.","Es handelt sich hier um eine detailliert ausgeführte Zeichnung zu Goethes Erlkönig. Wie in der literarischen Vorlage reitet der Vater schnell durch die Nacht, seinen kranken Sohn im Arm. Dieser schmiegt sich ängstlich an den Vater. Der Kleine hört Erlkönigs Töchter singen und ahnt, dass der Erlkönig bereits nach ihm greift. Der Tod des Kindes scheint auch auf dieser Zeichnung unausweichlich. Vgl. GK II (12) IX-B-52, GK II (12) IX-B-54 und zur Datierung GK II (12) IX-B-55. Im Hintergrund sind die Weiden zu sehen, in denen der Sohn Erlkönigs Töchter erblickt. (C. H.)",,,"sachlich: Literaturadaption: Goethe: Erlkönig",828,"89074; 89078; 89083"
89076,"GK II (12) IX-B-53 Rs",Vergépapier,,3520,2040,,"um 1818",1818,"Unter einem Baum sitzt eine Gestalt, möglicherweise ein Kind. Darum herum schart sich eine Gruppe von Erwachsenen und Kindern, die ihren Blick alle auf die im Zentrum sitzende Gestalt lenken und sich teilweise vor dieser verbeugen.","Die Figuren sind alle nur skizzenhaft umrissen, eine Interpretation der Szene scheint daher kaum möglich. Zumindest scheint diese Darstellung in keinem Zusammenhang zur Vorderseite des Blattes GK II (12) IX-B-53 mit dem reitenden Vater und seinem Kind zu stehen. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe",652,
89078,"GK II (12) IX-B-54",Vergépapier,"Bischofsfigur mit Stab",2140,3460,,"um 1818",1818,"Ein Edelmann reitet auf seinem galoppierenden Pferd, einen kraftlosen Knaben im Arm. Sein Umhang weht im Wind des schnellen Rittes. Der Mann dreht sich nach einem bekrönten, bärtigen Kopf um, der überlebensgroß hinter ihm schwebt. Beide sehen sich mit grimmigen Blicken in die Augen.","In dieser Zeichnung zu Goethes Erlkönig erfasst Friedrich Wilhelm das Wesentliche, den Ausdruck von Vater, Sohn und Erlkönig. Der Vater konzentriert sich nicht mehr auf den Ritt, sondern dreht sich grimmig zum Erlkönig um, der die beiden geradezu übermächtig verfolgt. Das Kind, das der Vater fest im Arm hält, ist bereits kraftlos, vielleicht schon tot. Der alte bärtige Erlkönig, dessen Augen bedrohlich aus den Höhlen hervortreten, führt seine Rechte bereits wieder zurück, vielleicht hat er sich des Kleinen bereits bemächtigt. Vgl. GK II (12) IX-B-52, GK II (12) IX-B-53 und zur Datierung GK II (12) IX-B-55). (C. H.)",,,"sachlich: Literaturadaption: Goethe: Erlkönig",828,"89074; 89075; 89083"
89081,"GK II (12) IX-B-106",Vergépapier,"Fragment: männliches Profil, umkränzt, ""Friedrich Wilhelm d III.""",2030,3440,,"um 1810",1810,"O. r. zeigt die Seite drei Männerporträts, zwei im Profil, eines frontal. – ¾ der Seite ist mit verschiedenen Szenen versehen, in denen Teufel mit Schlangen kämpfen. Im Vordergrund sind es zwei Teufel, die eine Schlange mit Zweispitzen attackieren, während die Schlange einen der Teufel bedroht. Im Hintergrund kämpfen zwei Teufel mit je einer Schhlange; eines der kämpfenden Paare steht in Flammen.","Für Friedrich Wilhelm waren die Schlange und der Teufel [?] beides gleich verachtenswerte Ungeheuer. Beide, das zeigen vor allem die Zeichnungen zu St. Georg [?] und zum Erzengel Michael [?], gelten ihm als Wesen der Hölle, die ebenso wie die unchristlichen Revolutionäre zu bekämpfen seien. So lässt Friedrich Wilhelm zumeist einen christlichen Kämpfer gegen diese Höllenwesen antreten. Hier verwundert, dass sich Schlange und Teufel gegeneinander wenden. Vielleicht verbildlicht Friedrich Wilhelm damit den berühmten Spruch Pierre Vergniauds von 1793, ""dass die Revolution ihre eigenen Kinder frisst"", die Hoffnung, dass das ""Schlechte"" nicht überleben kann, da es sich selbst zerstört. – Die Porträtköpfe sind entweder schlecht gezeichnet – vielleicht von dem noch kindlichen Friedrich Wilhelm – oder sie karikieren die Dargestellten. (C. H.)","Teufelsdarstellungen; Ritter Sankt Georg; Erzengel Michael",,"sachlich: Figurendarstellung: religiös: Teufel; sachlich: Porträt: unbekannt; sachlich: Tier: Schlange","750; 871; 932",
89082,"GK II (12) IX-B-54 Rs",Vergépapier,,2140,3460,,"um 1818",1818,"Geometrische Figur wie der Grundriss einer Anlage. Ein Oval verbindet drei Vierecke miteinander.","Die kaum eindeutig zu bestimmende Skizze zeigt möglicherweise eine ovale Platzgestaltung oder ein Hippodrom. – Die Datierung orientiert sich an derjenigen der Vorderseite des Blattes GK II (12) IX-B-54. (C. H.)",,,"sachlich: Architektur: Profanbauten: Grundriss",528,
89083,"GK II (12) IX-B-55",Vergépapier,"""ADV & S""",2130,3440,,1818,1818,"Die detaillierte Federzeichnung zeigt einen reitenden Mann mit einem kraftlosen Kind im Arm vor nächtlicher Mondscheinkulisse. Am rechten Bildrand drei Gestalten in langen Gewändern und über dem Reiter eine phantastische Figur mit langem Bart, Krone und an Stelle der Beine einem langen Schweif.","Friedrich Wilhelm schien bei dieser Zeichnung den genauen Wortlaut des Goethe-Gedichtes im Kopf zu haben. Der Vater reitet mit dem Sohn durch die Nacht, der heimatliche Hof ist hinter einem Berg in Sicht, doch der Knabe hängt bereits leblos im Arm des Vaters. Erlkönig hat wütend die Arme verschränkt, da der Knabe nicht auf dessen Verlockungen eingegangen ist. Die Töchter des Erlkönigs wenden sich bereits zum Gehen um. Im Vergleich zu den anderen Zeichnungen zu diesem Thema, die sicherlich zeitnah entstanden sind, wirkt dieser Knabe älter. Vgl. GK II (12) IX-B-52, GK II (12) IX-B-53, GK II (12) IX-B-54. – Die Datierung orientiert sich an derjenigen der Rückseite des Blattes GK II (12) IX-B-55 Rs. (C. H.)",,"Ausst. Kat. Friedrich Wilhelm IV. Künstler und König. Zum 200. Geburtstag, Ausstellung, Potsdam, Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, 1995, Potsdam / Frankfurt a. M. 1995., S. 238, Kat. Nr. 3.8","sachlich: Literaturadaption: Goethe: Erlkönig",828,"89074; 89075; 89078"
89084,"GK II (12) IX-B-55 Rs",Vergépapier,"""ADV & S""",2130,2440,"""zu Aachen 1818 Nov:"" [Friedrich Wilhelm (IV.)].",1818,1818,"Außer der Datierung am unteren Bildrand drückt sich lediglich die Tusche der umseitigen Zeichnung durch.","Die Datierung 1818 lässt einen Rückschluss auch auf die anderen Zeichnungen zum Thema Erlkönig zu. Der Kronprinz wird sie im Alter von ca. 22 Jahren gezeichnet haben. (C. H.)",,,"sachlich: Text: deutsch: allgemein",890,
89086,"GK II (12) IX-B-56",Vergépapier,"""IW Ebart in Spechthausen""",3700,2120,,"um 1810/1830",1820,"Der obere Teil der mittig geknickten Seite zeigt das Brustbild eines menschenverschlingenden Teufels mit vier riesigen Flügeln. – Auf der unteren Hälfte l. finden sich ein angefangener Kopf und einige kreisförmig angeordnete kurze Striche und Kritzeleien.","Das Thema des menschenverschlingenden Teufels [?] hat Friedrich Wilhelm mehrfach beschäftigt. Aus seinen schriftlichen Hinterlassenschaften ist ersichtlich, dass er die Französische Revolution und auch Napoleon selbst mit dem Teufel gleichgesetzt hat. Mit dem menschenverschlingenden Teufel sind sicher nicht nur die Kriege gemeint, die Napoleon als der Erbe der Revolution unter anderem gegen Preußen geführt hat, vielmehr schien die Revolution an sich, deren Auswirkungen sich auch auf die deutschen Gebiete erstreckte, die Menschen zu zerstören, indem sie christliche Religion und christliches Leben unterlief. (C. H.) Auf die Darstellung des menschenverschlingenden Luzifers dürfte auch die Beschreibung in Dantes ""Göttliche Komödie"" (Hölle, 34. Gesang) gewirkt haben, wohl in Gestalt der Illustrationen von John Flaxman. (J. M.)",Teufelsdarstellungen,,"sachlich: Figurendarstellung: profan: Kopf: männlich; sachlich: Figurendarstellung: religiös: Teufel; sachlich: Ornament: Schnörkel","722; 750; 863",88397
89087,"GK II (12) IX-B-57",Velinpapier,"""F Johannot""",2090,3490,"Spätere Bezeichnung.","1835 (?)",1835,"Grundriss eines Zentralbaues mit zwei symmmetrischen zum römischen Kreuz angeordneten Langhäusern mit je 13 Jochen und halbkreisförmigem, siebenteiligem Chorabschluss. Die Winkel zwischen den Langhäusern sind kreisförmig ausgefüllt und enden schließlich in einem unlaufenden Konchenkranz. Die variierende Detailskizze eines Viertels des großen Baues zeigt die Gewölbestruktur der umlaufenden Konchen. L. u. Teilwiederholung. – Auf der rechten Seite die Skizze eines Reitstiefels.","Ein späterer Bearbeiter hat auf dieser Seite angemerkt, dass es sich um den Grundriss des Gralstempels nach der Beschreibung in Albrecht von Scharfenbergs ""Jüngerem Titurel"" (das lange als Werk Wolfram von Eschenbachs galt), einem Rittergedicht aus dem Anfang des 13. Jahrhunderts, handeln könnte. Dies dürfte zutreffen, da ein derart auffälliger und ungewöhnlicher Grundriss kaum als Ideenvorlage für eine reale, zu bauende Architektur gedacht gewesen sein kann. Neben seiner grundsätzlichen Übereinstimmung zur Ekphrasis bei Scharfenberg (Rundbau, zentrale giechische Kreuzform) fehlt aber dem hier vorliegenden Grundriss der beschriebene Kranz von 72 Chören. Doch die engen Bezüge des hier vorliegenden Grundrisses zu der 1834 von Sulpiz Boisserée vorgelegten gotisierenden Rekonstruktion des Gralstempels, die nicht nur einen Grundriss des Tempels, sondern auch Aufriss und Schnitt bringt, deuten darauf hin, dass der Kronprinz hier auf die Boisseréesche Rekonstruktion – die erste in gotischen Stilformen – rekurriert. Im Februar 1835 hatte Boisserée Friedrich Wilhelm III. von Preußen und auch dem Kronprinz Sonderdrucke seines Aufsatzes mit den Rekonstruktionsvorschlägen zugesandt, was einen Datierungshinweis für die Seite darstellen dürfte (vgl. Der Gral. Artusromatik in der Kunst des 19. Jahrhunderts, hrsg. v. Reinhold Baumstark/Michael Koch, Ausstellung, Bayerisches Nationalmuseum, 1995/1996, Köln 1995, S. 144-146). (J. M.)",,,"sachlich: Architektur: Sakralbauten: Gralstempel; sachlich: Architektur: Sakralbauten: Kirche: Zentralbau; sachlich: Architektur: Sakralbauten: Kirche: Zentralbau: Zentralbau mit Kapellenkranz","590; 623; 624",
89088,"GK II (12) IX-B-58",Vergépapier,"Adler mit Krone, Apfel, Zepter und ""R""",2050,3480,,1810/1820,1815,"Diese Skizze zeigt einen Blick in die Vierung und den Chor einer gotischen Kathedrale. Ein Geistlicher steigt, ein Weihrauchgefäß schwenkend, die Treppen zum Altar mit Kruzifix empor, gefolgt von zwei weiteren betenden Figuren. Der Kirchenraum ist angefüllt mit meist nur angedeuteten knienden Personen. Neben dem Altar steht ein barocker Leuchter und über den Geistlichen ist eine große Rosette angedeutet.","Friedrich Wilhelm (IV.) hat häufig den Blick in gotische Kathedralen gezeichnet. Dabei scheint ihn vor allem der katholische Ritus fasziniert zu haben. Ihren Ursprung hat die Begeisterung für gotische Kathedralen sicher in seinen Besuchen des Kölner Doms, zuerst auf der Durchreise nach Frankreich während der Befreiungskriege 1814. Der Fortbau des Kölner Domes hat den Kronprinzen und König bis zu seinem Lebensende beschäftigt. (C. H.)",,,"sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kirche: Innenraum; sachlich: Figurendarstellung: allgemein: Figurengruppe","602; 605; 652",
89089,"GK II (12) IX-B-58 Rs",Vergépapier,"""Schottler""",2140,3520,,1810/1820,1815,"Im Zentrum steht eine gestikulierende, möglicherweise weibliche Gestalt in langem Gewand mit nach oben angewinkeltem rechten und zur Seite ausgestrecktem linken Arm. Zu ihren Seiten sind je drei Figuren angedeutet.","In Anbetracht der Vorderseite des Blattes GK II (12) IX-B-58 handelt es sich möglicherweise um eine religiöse Szene. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: Figurengruppe",652,
89091,"GK II (12) IX-B-59",Vergépapier,"Fragment ""[...]T[...]"" (Schottler).",3490,2020,"Bezeichnung M.: ""Der schön [...]"", unleserlich [Friedrich Wilhelm (IV.)].",1810/1820,1815,"Im Innenraum einer angedeuteten gotischen Architektur knien im Vordergrund einige Figuren in Rückenansicht, eventuell mit Turbanen.","Es handelt sich hier um eine der zahlreichen Darstellungen Gläubiger im Innenraum einer (gotischen) Kirche. Interessant ist bei dieser Seite, dass die Gläubigen Turbane zu tragen scheinen. Vielleicht ist die Zeichnung mit der Geschichte der Königin von Borneo in Verbindung zu bringen. Die eigenhändige Bezeichnung Friedrich Wilhelms ist unleserlich. (C. H.)",,,"sachlich: Architektur: Sakralbauten: Kirche: Gotik oder gotischer Stil; sachlich: Architektur: Sakralbauten: Kirche: Innenraum; sachlich: Figurendarstellung: allgemein: Figurengruppe","602; 605; 652",
89092,"GK II (12) IX-B-59 Rs",Vergépapier,"Adler mit Krone, Apfel, Zepter und ""R""",3490,2020,,1810/1820,1815,"Aktzeichnung eines stehenden Mannes in Kontrapoststellung mit erhobenem linkem Arm.","Die Zeichnung imitiert eine antike Skulptur, als Vorbild diente vielleicht der Apollon Sauroktonos im Pariser Louvre, den Friedrich Wilhelm aus eigener Anschauung gekannt haben dürfte. (C. H.)",,,"sachlich: Figurendarstellung: allgemein: männlich",655,
89093,"GK II (12) IX-B-60",Vergépapier,,2480,1800,,"vor 1840",1840,"Ein mittelalter Mann mit kurzem Haar und langen Koteletten sitzt im Morgenmantel an einem kleinen Tisch und beschreibt mit Tusche und Feder mehrere Blätter Papier. Er sitzt auf einem biedermeierlichen Ohrensessel, die nackten Beine umklammern ein Tischbein, die Füße stecken in heruntergerutschten Strümpfen und Hausschuhen.","Auf diesem ""Deckblatt"" zu einem Huldigungsgedicht an seine Frau Elisabeth als Kronprinzessin hat sich Friedrich Wilhelm selbst beziehungsweise die karikierende Darstellung eines sinnenden Poeten gezeigt. Er sitzt mit dem Schreibgerät an einem Tisch. Am Boden steht eine flache Schale - ein Futternapf für einen Hund? Sollte es sich um ein Selbstporträt Friedrich Wilhelms IV. handeln, müsste er zur Zeit der Entstehung ca. 50 Jahre alt gewesen sein. Da das Blatt mit dem Gedicht von Georg Wilhelm Keßler [vgl. GK II (12) IX-B-60 Rs 4] aber aufgrund seines Textes als Huldigungsgabe anlässlich der Hochzeit des Kronprinzen 1823 entstanden ist und zu diesem Zeitpunkt gewiss auch übergeben wurde, müsste man von einer deutlich späteren Verwendung des Papiers für diese Selbstdarstellung ausgehen. Senn sieht in dem Mann einen ""entrückten Autor"", ohne dass die Zeichnung Porträtzüge trägt (Senn 2011, S. 35). Zu Keßler vgl. Leben des königlich preußischen Wirklichen Geheimes Rathes Georg Wilhelm Keßler, Leipzig 1853. (C. H./J. M.)",,,"sachlich: Porträt: Selbstporträt Friedrich Wilhelms IV.",870,"89099; 89096; 89097; 89098"
89096,"GK II (12) IX-B-60 Rs 1",Vergépapier,,2480,1800,,"vor 1840",1840,"Text in Kanzleischrift.","Erster Teil eines vierseitigen Huldigungsgedichtes für Kronprinzessin Elisabeth von Georg Wilhelm Keßler (1782-1846), vgl. GK II (12) IX-B-60 Rs 4, zur Datierung GK II (12) IX-B-60. (J. M.)",,,"sachlich: Text: deutsch: Lied oder Gedicht",892,"89099; 89093"
89097,"GK II (12) IX-B-60 Rs 2",Vergépapier,,2480,1800,,"vor 1840",1840,"Text in Kanzleischrift.","Teil eines vierseitigen Huldigungsgedichtes für Kronprinzessin Elisabeth von Preußen von Georg Wilhelm Keßler, vgl. GK II (12) IX-B-60 Rs 4, zur Datierung GK II (12) IX-B-60. (C. H.)",,,"sachlich: Text: deutsch: Lied oder Gedicht",892,"89099; 89093"
89098,"GK II (12) IX-B-60 Rs 3",Vergépapier,,2480,1800,,"vor 1840",1840,"Text in Kanzleischrift.","Teil eines vierseitigen Huldigungsgedichtes für die preußische Kronprinzessin Elisabeth von Georg Wilhelm Keßler, vgl. GK II (12) IX-B-60 Rs 4, zur Datierung GK II (12) IX-B-60. (C. H.)",,,"sachlich: Text: deutsch: Lied oder Gedicht",892,"89099; 89093"
89099,"GK II (12) IX-B-60 Rs 4",Vergépapier,Ohne,2480,1800,,"vor 1840",1840,"Text in Kanzleischrift.","Teil eines vierseitigen Huldigungsgedichtes für Kronprinzessin Elisabeth von Georg Wilhelm Keßler, vgl. GK II (12) IX-B-60 Rs 4, zur Datierung siehe den Kommentar zu GK II (12) IX-B-60. – Unter dem Gedicht steht der Name des Verfassers (Georg) Wilhelm Keßler (1782-1846), der als hoher preußischer Staatsbeamter auch schriftstellerisch tätig war. (C. H.)",,,"sachlich: Text: deutsch: Lied oder Gedicht",892,"89093; 89096; 89097; 89098"
89100,"GK II (12) IX-B-61",Vergépapier,"U.m. Fragment (D & C Blauw?)",1810,2260,"""Der ewige Jude"", ""Potsdam d 18: 8 [...] 15 [?] Fritz"" [Friedrich Wilhelm (IV.)].","1815 (?)",1815,"In einem gotischen Wohnraum sitzen zwei fürstlich gekleidete Männer und eine Frau mit einem Säugling im Arm am Tisch. An der Kopfseite des Tisches steht ein alter bärtiger Mann in schlichtem Umhang. Der alte Mann steht vor einer leicht geöffneten gotischen Tür in der Rückwand des Raumes. Rechts und links neben der Tür hängen Porträts von einem Mann und einer Frau. Am rechten Bildrand sind ein Kachelofen und ein Bett angedeutet.","Mit dem Titel ""Der ewige Jude"" hat Friedrich Wilhelm das Thema seiner Zeichnung angegeben. Der sogenannte Ewige Jude namens Ahasver (Ahasveros) ist eine Figur, die der christlichen Mythologie entstammt. Das ""Volksbuch vom Ewigen Juden"" (1602) ist die erste weit verbreitete Publikation zu der bekannten Geschichte, die seitdem in zahlreichen literarischen Werken, in der Kunst und der Musik ihren Niederschlag gefunden hat. Der Jude Ahasver war Zeuge der Kreuzigung Christi und er hat dem völlig erschöpften Jesus eine kurze Rast in seinem Haus auf dem Weg zum Berg Golgatha verweigert. Darüber hinaus trug er mit seinem Ausruf ""kreuzigt ihn"" zum Tode Jesu bei. Dieser hat ihn dafür der Legende nach zu ewiger Wanderschaft verdammt, die erst mit seiner Erlösung oder mit dem Tag des jüngsten Gerichts enden sollte. Er wurde später zum Sinnbild für die Leidensgeschichte des jüdischen Volkes. Im Laufe der Geschichte wandelte sich das Bild Ahasvers zum Helden und freundlichen Zeugen historischer Wendepunkte. Friedrich Wilhelm hat in dieser Zeichnung eine Szene des ausgehenden Mittelalters beschrieben. Drei Generationen einer fürstlichen Familie scheinen zum abendlichen Mahl versammelt, als der greisenhafte Reisende durch die Türe zu ihnen stößt. Diese ist noch halb geöffnet und dahinter ist dunkle Nacht angedeutet. Offenslichtlich bittet der Reisende um Einlass. Aufgrund des gegebenen Bildtitels vermutet man hinter dieser Figur den ewigen Wanderer Ahasver, dem keine Ruhe und kein Tod vergönnt sind. Noch ist der Ausgang dieser Szene nicht klar. Wird der Jude in dieser Runde willkommengeheißen? (C. H.) Der historisierende Charakter der Szene legt nahe, dass Friedrich Wilhelm hier eine Theaterszene wiedergegeben hat, ohne dass ein konkreter dramatischer oder dichterischer Stoff als direktes Vorbild namhaft gemacht werden kann. Für Berlin ist erst mit dem 1825 im Königlichen Theater gegebenen Stück ""Der ewige Jude"" von August Friedrich Klingemann eine direkt auf das Thema bezogene Aufführung zu belegen. Dies lässt sich allerdings nicht mit der Datierung der Seite verbinden, die als 18. Oktober (?) 1815 zu lesen sein dürfte. (J. M.)",,"Ausst. Kat. Friedrich Wilhelm IV. Künstler und König. Zum 200. Geburtstag, Ausstellung, Potsdam, Stiftung Preußische Schlösser und Gärten Berlin-Brandenburg, 1995, Potsdam / Frankfurt a. M. 1995., S. 237, Kat. Nr. 3.2","sachlich: Figurendarstellung: religiös: Ewiger Jude",744,
89101,"GK II (12) IX-B-64",Vergépapier,"Fragment: männliches Profil, umkränzt, ""Friedrich Wilhelm d III.""",2040,3440,"""O' speranza del [amore ?]"" [Friedrich Wilhelm (IV.)].","um 1820/1825",1822,"Eine Person mit langem Haar und einem Kranz aus Efeu- oder Weinblättern lehnt an einem T-förmigen Pult und schaut nach oben zu einem Stern, der über ihrem Haupt blinkt. Dahinter sind Wolken angedeutet.","Das Geschlecht der dargestellten Person ist nicht eindeutig zu benennen, es könnte sich aber – mit einem gewissen Selbstbezug Friedrich Wilhelms – um einen jungen Mann handeln, der die im Stern symbolisierte Liebe hoffnungsvoll erwartet. Zumindest legt dies die obere, im letzten Wort schwer zu entziffernde Beischrift nahe. Die Zeichnung dürfte daher in der Jugendzeit, wohl in den frühen 1820er Jahren entstanden sein. (J. M./R. Th. S.)",,,"sachlich: Figurendarstellung: allgemein: männlich; sachlich: Figurendarstellung: allgemein: weiblich","655; 656",
89102,"GK II (12) IX-B-64 Rs",Vergépapier,"""IW Ebart in Spechthausen""",2040,3440,,1820/1830,1825,"Ein junger (Edel-)Mann scheint zu stürzen. Er hält sich die rechte Hand vor das verzerrte Gesicht. Nur der Oberkörper und ein Bein sind vollendet worden. Möglicherweise liegt er auf einem nur in Bleistift angedeuteten Boot, im Hintergrund Takelage und Segel (?). – M. l. karikierender Profilkopf einer Frau. – O. l. ist ein kleiner, karikierender Männerkopf angedeutet.","Da die Figur des Edelmanes nur in Teilen ausgeführt ist, lässt sich schwerlich erkennen, was dieser gerade tut. Es sieht so aus, als schlage er sich mit seiner Rechten vor die Stirn, so, als wolle er sich für seine eigene Dummheit strafen oder als wiche er vor etwas zurück. An seiner linken Körperseite hängt ein Degen. Eine genaue Datierung der Zeichnung erscheint kaum möglich, sie dürfte aber in der Kronprinzenzeit entstanden sein. (C. H.)",,,"sachlich: Figurendarstellung: profan: Kopf: männlich; sachlich: Figurendarstellung: profan: Kopf: weiblich; sachlich: Figurendarstellung: profan: Ritter","722; 725; 733",
